6,8,10,15,20,25,32,40,50,65,80,90,100,125,150,200,250,300,350,400,450,500,550,600,650,700,750,800,850,900,1050
1/8,1/4,3/8,1/2,3/4,1,1,25,1,5,2,2,5,3,3,5,4,5,6,8,10,12,14,16,18,20,22,24,26,28,30,32,34,36,42
